selector,preference_index,preference,selected_policy_id,selected_utility,selected_passed_strict,selected_near_strict,selected_strict_margin,selected_business_return,selected_cost_return,selected_mean_violation,selected_final_critical_compromised_hosts,selected_high_disruption_action_rate
utility_argmax,45,"[0.5, 0.0, 0.5]",stage1_pref_000_ckpt_191,-208.19937133789062,False,False,-10.004000663757324,-105.75480651855469,-30.629247665405273,10.504000663757324,0.45,0.9855
strict_lexi,45,"[0.5, 0.0, 0.5]",stage2_ext_005_obj_0,-258.42333984375,False,False,-5.559188365936279,-119.55012512207031,-24.192750930786133,6.059188365936279,0.9,0.939
risk_adjusted_utility,45,"[0.5, 0.0, 0.5]",stage1_pref_000_ckpt_096,-241.12271118164062,False,False,-5.862124443054199,-119.3711929321289,-25.450000762939453,6.362124443054199,0.725,0.93575
utility_argmax,46,"[0.5, 0.1, 0.4]",stage1_pref_000_ckpt_191,-215.18157958984375,False,False,-10.004000663757324,-105.75480651855469,-30.629247665405273,10.504000663757324,0.45,0.9855
strict_lexi,46,"[0.5, 0.1, 0.4]",stage2_ext_005_obj_0,-267.4411315917969,False,False,-5.559188365936279,-119.55012512207031,-24.192750930786133,6.059188365936279,0.9,0.939
risk_adjusted_utility,46,"[0.5, 0.1, 0.4]",stage1_pref_000_ckpt_096,-250.3544464111328,False,False,-5.862124443054199,-119.3711929321289,-25.450000762939453,6.362124443054199,0.725,0.93575
utility_argmax,47,"[0.5, 0.2, 0.3]",stage1_pref_000_ckpt_191,-222.1637725830078,False,False,-10.004000663757324,-105.75480651855469,-30.629247665405273,10.504000663757324,0.45,0.9855
strict_lexi,47,"[0.5, 0.2, 0.3]",stage2_ext_005_obj_0,-276.4588928222656,False,False,-5.559188365936279,-119.55012512207031,-24.192750930786133,6.059188365936279,0.9,0.939
risk_adjusted_utility,47,"[0.5, 0.2, 0.3]",stage1_pref_000_ckpt_096,-259.586181640625,False,False,-5.862124443054199,-119.3711929321289,-25.450000762939453,6.362124443054199,0.725,0.93575
utility_argmax,48,"[0.5, 0.3, 0.2]",stage1_pref_000_ckpt_191,-229.14596557617188,False,False,-10.004000663757324,-105.75480651855469,-30.629247665405273,10.504000663757324,0.45,0.9855
strict_lexi,48,"[0.5, 0.3, 0.2]",stage2_ext_005_obj_0,-285.4766845703125,False,False,-5.559188365936279,-119.55012512207031,-24.192750930786133,6.059188365936279,0.9,0.939
risk_adjusted_utility,48,"[0.5, 0.3, 0.2]",stage2_ext_005_obj_0,-285.4766845703125,False,False,-5.559188365936279,-119.55012512207031,-24.192750930786133,6.059188365936279,0.9,0.939
utility_argmax,49,"[0.5, 0.4, 0.1]",stage1_pref_000_ckpt_191,-236.128173828125,False,False,-10.004000663757324,-105.75480651855469,-30.629247665405273,10.504000663757324,0.45,0.9855
strict_lexi,49,"[0.5, 0.4, 0.1]",stage2_ext_005_obj_0,-294.4944763183594,False,False,-5.559188365936279,-119.55012512207031,-24.192750930786133,6.059188365936279,0.9,0.939
risk_adjusted_utility,49,"[0.5, 0.4, 0.1]",stage1_pref_000_ckpt_096,-278.0496520996094,False,False,-5.862124443054199,-119.3711929321289,-25.450000762939453,6.362124443054199,0.725,0.93575
utility_argmax,50,"[0.5, 0.5, 0.0]",stage1_pref_000_ckpt_191,-243.11036682128906,False,False,-10.004000663757324,-105.75480651855469,-30.629247665405273,10.504000663757324,0.45,0.9855
strict_lexi,50,"[0.5, 0.5, 0.0]",stage2_ext_005_obj_0,-303.5122375488281,False,False,-5.559188365936279,-119.55012512207031,-24.192750930786133,6.059188365936279,0.9,0.939
risk_adjusted_utility,50,"[0.5, 0.5, 0.0]",stage1_pref_000_ckpt_096,-287.2814025878906,False,False,-5.862124443054199,-119.3711929321289,-25.450000762939453,6.362124443054199,0.725,0.93575
utility_argmax,51,"[0.6, 0.0, 0.4]",stage1_pref_000_ckpt_191,-243.6482696533203,False,False,-10.004000663757324,-105.75480651855469,-30.629247665405273,10.504000663757324,0.45,0.9855
strict_lexi,51,"[0.6, 0.0, 0.4]",stage2_ext_005_obj_0,-305.2303466796875,False,False,-5.559188365936279,-119.55012512207031,-24.192750930786133,6.059188365936279,0.9,0.939
risk_adjusted_utility,51,"[0.6, 0.0, 0.4]",stage1_pref_000_ckpt_096,-284.33441162109375,False,False,-5.862124443054199,-119.3711929321289,-25.450000762939453,6.362124443054199,0.725,0.93575
utility_argmax,52,"[0.6, 0.1, 0.3]",stage1_pref_000_ckpt_191,-250.63046264648438,False,False,-10.004000663757324,-105.75480651855469,-30.629247665405273,10.504000663757324,0.45,0.9855
strict_lexi,52,"[0.6, 0.1, 0.3]",stage2_ext_005_obj_0,-314.24810791015625,False,False,-5.559188365936279,-119.55012512207031,-24.192750930786133,6.059188365936279,0.9,0.939
risk_adjusted_utility,52,"[0.6, 0.1, 0.3]",stage1_pref_000_ckpt_096,-293.566162109375,False,False,-5.862124443054199,-119.3711929321289,-25.450000762939453,6.362124443054199,0.725,0.93575
utility_argmax,53,"[0.6, 0.2, 0.2]",stage1_pref_000_ckpt_191,-257.6126708984375,False,False,-10.004000663757324,-105.75480651855469,-30.629247665405273,10.504000663757324,0.45,0.9855
strict_lexi,53,"[0.6, 0.2, 0.2]",stage2_ext_005_obj_0,-323.2658996582031,False,False,-5.559188365936279,-119.55012512207031,-24.192750930786133,6.059188365936279,0.9,0.939
risk_adjusted_utility,53,"[0.6, 0.2, 0.2]",stage1_pref_000_ckpt_096,-302.79791259765625,False,False,-5.862124443054199,-119.3711929321289,-25.450000762939453,6.362124443054199,0.725,0.93575
utility_argmax,54,"[0.6, 0.3, 0.1]",stage1_pref_000_ckpt_191,-264.5948486328125,False,False,-10.004000663757324,-105.75480651855469,-30.629247665405273,10.504000663757324,0.45,0.9855
strict_lexi,54,"[0.6, 0.3, 0.1]",stage2_ext_005_obj_0,-332.28369140625,False,False,-5.559188365936279,-119.55012512207031,-24.192750930786133,6.059188365936279,0.9,0.939
risk_adjusted_utility,54,"[0.6, 0.3, 0.1]",stage2_ext_005_obj_0,-332.28369140625,False,False,-5.559188365936279,-119.55012512207031,-24.192750930786133,6.059188365936279,0.9,0.939
